Brand,Model,Year,Price,Mileage,Exterior Color,Interior Color,Fuel Type,Drivetrain,VIN,Dealer Name,Dealer Zip,Bodystyle,Image Paths
Ford,Explorer,2018,18999,90617,Shadow Black,Black,Gasoline,Four-wheel Drive,1FM5K8D81JGB37421,Green Light Auto Sales,06524,SUV,"['vehicle_images_more\\7fa04b38-368c-400d-93c0-006748e6b0e1_1.jpg', 'vehicle_images_more\\7fa04b38-368c-400d-93c0-006748e6b0e1_2.jpg', 'vehicle_images_more\\7fa04b38-368c-400d-93c0-006748e6b0e1_3.jpg']"
Ford,Escape,2020,19550,35611,Oxford White,Ebony,Gasoline,All-wheel Drive,1FMCU9G66LUC68947,DePaula Ford,12206,SUV,"['vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_1.jpg', 'vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_2.jpg', 'vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_3.jpg']"
Ford,Edge,2017,12223,112954,White Platinum Metallic Tri-Coat,Ebony,Gasoline,All-wheel Drive,2FMPK4J80HBC17977,Subaru of Troy,12180,SUV,"['vehicle_images_more\\6637fbc3-07e2-41d0-990f-be3e53ac63fc_1.jpg', 'vehicle_images_more\\6637fbc3-07e2-41d0-990f-be3e53ac63fc_2.jpg', 'vehicle_images_more\\6637fbc3-07e2-41d0-990f-be3e53ac63fc_3.jpg']"
Ford,Ranger,2020,33900,21178,Oxford White,Ebony,Gasoline,Four-wheel Drive,1FTER4FH0LLA48746,Marchese Ford of Mechanicville,12118,Truck,"['vehicle_images_more\\7346acaa-4ac3-4dc2-9f70-b64e0ee4d0ba_1.jpg', 'vehicle_images_more\\7346acaa-4ac3-4dc2-9f70-b64e0ee4d0ba_2.jpg', 'vehicle_images_more\\7346acaa-4ac3-4dc2-9f70-b64e0ee4d0ba_3.jpg']"
Ford,F-150,2017,25000,46670,Race Red,Medium Earth Gray,Gasoline,Four-wheel Drive,1FTEX1EP5HKD22453,Metro Ford,12304,Truck,"['vehicle_images_more\\961e9a7f-2ab6-4f74-9223-58ffe4a831c0_1.jpg', 'vehicle_images_more\\961e9a7f-2ab6-4f74-9223-58ffe4a831c0_2.jpg', 'vehicle_images_more\\961e9a7f-2ab6-4f74-9223-58ffe4a831c0_3.jpg']"
Ford,F-150,2018,31000,81676,Shadow Black,Black,Gasoline,Four-wheel Drive,1FTEW1EG3JFE63992,Metro Ford,12304,Truck,"['vehicle_images_more\\27d3da2f-b394-4371-b4b0-608ed6b4b498_1.jpg', 'vehicle_images_more\\27d3da2f-b394-4371-b4b0-608ed6b4b498_2.jpg', 'vehicle_images_more\\27d3da2f-b394-4371-b4b0-608ed6b4b498_3.jpg']"
Ford,F-150,2020,34391,39635,Magma Red,Black,Gasoline,Four-wheel Drive,1FTEW1E59LFB20816,Crossroads Ford,12143,Truck,"['vehicle_images_more\\6a186eaa-fb35-473a-8fff-5a2a9fa174ef_1.jpg', 'vehicle_images_more\\6a186eaa-fb35-473a-8fff-5a2a9fa174ef_2.jpg', 'vehicle_images_more\\6a186eaa-fb35-473a-8fff-5a2a9fa174ef_3.jpg']"
Ford,F-150,2020,34508,46664,Magma Red,Gray,Gasoline,Four-wheel Drive,1FTEW1EP6LKE68517,Crossroads Ford,12143,Truck,"['vehicle_images_more\\0e3a010c-3b80-4f6b-9b31-a03e4e684e4f_1.jpg', 'vehicle_images_more\\0e3a010c-3b80-4f6b-9b31-a03e4e684e4f_2.jpg', 'vehicle_images_more\\0e3a010c-3b80-4f6b-9b31-a03e4e684e4f_3.jpg']"
Ford,F-250,2014,21900,96924,White,Gray,Diesel,Rear-wheel Drive,1FTBF2AT9EEA98208,Broadway Garage,12534,Truck,"['vehicle_images_more\\ae073ace-9f22-46a4-846d-426b8cf98ab7_1.jpg', 'vehicle_images_more\\ae073ace-9f22-46a4-846d-426b8cf98ab7_2.jpg', 'vehicle_images_more\\ae073ace-9f22-46a4-846d-426b8cf98ab7_3.jpg']"
Ford,Edge,2010,6250,127218,Dark Ink Blue Metallic,,Gasoline,All-wheel Drive,2FMDK4KC8ABB67700,Sitterly's Quality Auto Sales Inc.,13452,,"['vehicle_images_more\\de376574-9a8d-446c-b8b0-ec729497dcfb_1.jpg', 'vehicle_images_more\\de376574-9a8d-446c-b8b0-ec729497dcfb_2.jpg', 'vehicle_images_more\\de376574-9a8d-446c-b8b0-ec729497dcfb_3.jpg']"
Ford,F-150,2016,11800,167231,Blue,,Gasoline,Four-wheel Drive,1FTFX1EG9GFB60774,Sitterly's Quality Auto Sales Inc.,13452,Truck,"['vehicle_images_more\\4bd70492-f767-4872-bb13-4233ffebc6df_1.jpg', 'vehicle_images_more\\4bd70492-f767-4872-bb13-4233ffebc6df_2.jpg', 'vehicle_images_more\\4bd70492-f767-4872-bb13-4233ffebc6df_3.jpg']"
Ford,F-150,2014,17995,105186,Black,,Gasoline,Four-wheel Drive,1FTFW1ET8EFA20891,Granite Auto Sales LLC,03462,Truck,"['vehicle_images_more\\8416a48e-d9a6-46cf-830b-1e05f7a89299_1.jpg', 'vehicle_images_more\\8416a48e-d9a6-46cf-830b-1e05f7a89299_2.jpg', 'vehicle_images_more\\8416a48e-d9a6-46cf-830b-1e05f7a89299_3.jpg']"
Ford,Explorer,2014,14995,81349,Ingot Silver Metallic,Gray,Gasoline,Four-wheel Drive,1FM5K8D86EGA77707,"Athol Motors, Inc.",01331,SUV,"['vehicle_images_more\\4c6a6a36-3cf6-4508-a7c0-0804ddee860e_1.jpg', 'vehicle_images_more\\4c6a6a36-3cf6-4508-a7c0-0804ddee860e_2.jpg', 'vehicle_images_more\\4c6a6a36-3cf6-4508-a7c0-0804ddee860e_3.jpg']"
Ford,F-150,2017,27995,80339,Ruby Red Metallic Tinted Clearcoat,Medium Earth Gray,Gasoline,Four-wheel Drive,1FTEW1EP4HFB03348,Family Ford Enfield,06082,Truck,"['vehicle_images_more\\b26a07de-80d2-4bc6-a219-a1ce1d11d621_1.jpg', 'vehicle_images_more\\b26a07de-80d2-4bc6-a219-a1ce1d11d621_2.jpg', 'vehicle_images_more\\b26a07de-80d2-4bc6-a219-a1ce1d11d621_3.jpg']"
Ford,F-450,2008,20995,108481,Red,Beige,Diesel,Four-wheel Drive,1FDXW47RX8EE43050,Mag Auto Corp,12603,Truck,"['vehicle_images_more\\0d7e8cd1-a023-4669-bb99-a4e0ab74794e_1.jpg', 'vehicle_images_more\\0d7e8cd1-a023-4669-bb99-a4e0ab74794e_2.jpg', 'vehicle_images_more\\0d7e8cd1-a023-4669-bb99-a4e0ab74794e_3.jpg']"
Ford,F-150,2017,15999,94162,Race Red,Dark Earth Gray,Gasoline,Four-wheel Drive,1FTFX1EG2HFA91511,Full Throttle Powersports,06088,Truck,"['vehicle_images_more\\b8546be8-0e5d-478b-ab49-3406310c27ac_1.jpg', 'vehicle_images_more\\b8546be8-0e5d-478b-ab49-3406310c27ac_2.jpg', 'vehicle_images_more\\b8546be8-0e5d-478b-ab49-3406310c27ac_3.jpg']"
Ford,EcoSport,2018,17488,25082,Moondust,Ebony Black,Gasoline,Four-wheel Drive,MAJ6P1CL3JC171994,Hoffman Ford Lincoln,06108,SUV,"['vehicle_images_more\\5e8cd793-3ca5-4933-96c8-d5ab44f504c2_1.jpg', 'vehicle_images_more\\5e8cd793-3ca5-4933-96c8-d5ab44f504c2_2.jpg', 'vehicle_images_more\\5e8cd793-3ca5-4933-96c8-d5ab44f504c2_3.jpg']"
Ford,F-150,2012,25495,78600,Blue Flame Metallic,Black,Gasoline,Four-wheel Drive,1FTFW1R69CFA12624,A Better Way Wholesale,06770,Truck,"['vehicle_images_more\\5aebb224-5b2d-4768-8b85-fa675c5ab1f4_1.jpg', 'vehicle_images_more\\5aebb224-5b2d-4768-8b85-fa675c5ab1f4_2.jpg', 'vehicle_images_more\\5aebb224-5b2d-4768-8b85-fa675c5ab1f4_3.jpg']"
Ford,Fiesta,2019,7995,82700,Ingot Silver Metallic,Black,Gasoline,Front-wheel Drive,3FADP4BJXKM158782,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\4dd2672a-22d8-4932-bae7-9b30a820eba9_1.jpg', 'vehicle_images_more\\4dd2672a-22d8-4932-bae7-9b30a820eba9_2.jpg', 'vehicle_images_more\\4dd2672a-22d8-4932-bae7-9b30a820eba9_3.jpg']"
Ford,EcoSport,2020,13495,51600,Moondust Silver Metallic,Ebony Black,Gasoline,Four-wheel Drive,MAJ6S3KL3LC327465,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\b2883954-45af-43d4-997b-eb21964ed638_1.jpg', 'vehicle_images_more\\b2883954-45af-43d4-997b-eb21964ed638_2.jpg', 'vehicle_images_more\\b2883954-45af-43d4-997b-eb21964ed638_3.jpg']"
Ford,F-150,2020,34950,39389,Red,Black,Gasoline,Four-wheel Drive,1FTEW1E47LKF30514,"North Norwich Motors and Trailer Sales, LLC",13814,Truck,"['vehicle_images_more\\63ccc2e0-dbb0-4b14-bdfe-f5c0ae397b66_1.jpg', 'vehicle_images_more\\63ccc2e0-dbb0-4b14-bdfe-f5c0ae397b66_2.jpg', 'vehicle_images_more\\63ccc2e0-dbb0-4b14-bdfe-f5c0ae397b66_3.jpg']"
Ford,Escape,2020,19550,35611,Oxford White,Ebony,Gasoline,All-wheel Drive,1FMCU9G66LUC68947,DePaula Ford,12206,SUV,"['vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_1.jpg', 'vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_2.jpg', 'vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_3.jpg']"
Ford,Edge,2017,11900,104951,Blue Jeans Metallic,Ebony,Gasoline,All-wheel Drive,2FMPK4J98HBB08210,Exit5 Auto Group,12110,SUV,"['vehicle_images_more\\421a3e50-7605-4261-a6f9-471eb3e2acd7_1.jpg', 'vehicle_images_more\\421a3e50-7605-4261-a6f9-471eb3e2acd7_2.jpg', 'vehicle_images_more\\421a3e50-7605-4261-a6f9-471eb3e2acd7_3.jpg']"
Ford,Escape,2019,17400,63777,Lightning Blue Metallic,Medium Light Stone,Gasoline,Four-wheel Drive,1FMCU9J90KUA08514,Tony Mangino Mitsubishi,12065,SUV,"['vehicle_images_more\\0409534b-2d62-45f8-9aa2-19c0792e8403_1.jpg', 'vehicle_images_more\\0409534b-2d62-45f8-9aa2-19c0792e8403_2.jpg', 'vehicle_images_more\\0409534b-2d62-45f8-9aa2-19c0792e8403_3.jpg']"
Ford,Ranger,2019,21995,107000,Oxford White,Ebony,Gasoline,Four-wheel Drive,1FTER1FH8KLB09533,Horning Auto Sales,12304,Truck,"['vehicle_images_more\\4d4d1491-018e-49e0-aa60-d4e07fd2bedc_1.jpg', 'vehicle_images_more\\4d4d1491-018e-49e0-aa60-d4e07fd2bedc_2.jpg', 'vehicle_images_more\\4d4d1491-018e-49e0-aa60-d4e07fd2bedc_3.jpg']"
Ford,Edge,2016,14995,73007,Blue,Ebony,Gasoline,All-wheel Drive,2FMPK4J99GBC33280,Wedekind Motors,12304,SUV,"['vehicle_images_more\\b7fdb365-fe1a-4fd3-979e-b553d96797b2_1.jpg', 'vehicle_images_more\\b7fdb365-fe1a-4fd3-979e-b553d96797b2_2.jpg', 'vehicle_images_more\\b7fdb365-fe1a-4fd3-979e-b553d96797b2_3.jpg']"
Ford,F-150,2019,20900,99164,Magnetic Metallic,Medium Earth Gray,Gasoline,Four-wheel Drive,1FTFX1E50KFA49277,Greenwich Ford,12834,Truck,"['vehicle_images_more\\48e4f5e0-6c64-4cbd-8a57-9f0c9e44b292_1.jpg', 'vehicle_images_more\\48e4f5e0-6c64-4cbd-8a57-9f0c9e44b292_2.jpg', 'vehicle_images_more\\48e4f5e0-6c64-4cbd-8a57-9f0c9e44b292_3.jpg']"
Ford,Explorer,2020,22785,112455,Burgundy,Light Sandstone,Gasoline,Four-wheel Drive,1FM5K8HC5LGA21267,John's Automotive Pittsfield,01201,SUV,"['vehicle_images_more\\f1b4aa14-1059-458e-a6cc-16dd13f4dc16_1.jpg', 'vehicle_images_more\\f1b4aa14-1059-458e-a6cc-16dd13f4dc16_2.jpg', 'vehicle_images_more\\f1b4aa14-1059-458e-a6cc-16dd13f4dc16_3.jpg']"
Ford,Escape,2015,7500,171514,Ingot Silver,,Gasoline,Front-wheel Drive,1FMCU0J96FUA69142,Sitterly's Quality Auto Sales Inc.,13452,,"['vehicle_images_more\\1b25dc14-6b91-4680-b235-e15463b46f31_1.jpg', 'vehicle_images_more\\1b25dc14-6b91-4680-b235-e15463b46f31_2.jpg', 'vehicle_images_more\\1b25dc14-6b91-4680-b235-e15463b46f31_3.jpg']"
Ford,Focus,2012,5995,114355,Silver,Black,E85 Flex Fuel,Front-wheel Drive,1FAHP3M26CL190603,Granite Auto Sales LLC,03462,Hatchback,"['vehicle_images_more\\e5ce6f11-c478-4b24-877a-78d649337e96_1.jpg', 'vehicle_images_more\\e5ce6f11-c478-4b24-877a-78d649337e96_2.jpg', 'vehicle_images_more\\e5ce6f11-c478-4b24-877a-78d649337e96_3.jpg']"
Ford,F-150,2014,19995,82482,Blue,Gray,E85 Flex Fuel,Four-wheel Drive,1FTMF1EM4EFA09290,Granite Auto Sales LLC,03462,Truck,"['vehicle_images_more\\72d4047e-8fdf-4fc9-b13c-f7070fca1712_1.jpg', 'vehicle_images_more\\72d4047e-8fdf-4fc9-b13c-f7070fca1712_2.jpg', 'vehicle_images_more\\72d4047e-8fdf-4fc9-b13c-f7070fca1712_3.jpg']"
Ford,F-150,2020,34995,104016,Star White,Camelback,Gasoline,Four-wheel Drive,1FTEW1EG9LFC50869,Family Ford Enfield,06082,Truck,"['vehicle_images_more\\5ce49be2-76e2-41ff-b57f-30d46342395a_1.jpg', 'vehicle_images_more\\5ce49be2-76e2-41ff-b57f-30d46342395a_2.jpg', 'vehicle_images_more\\5ce49be2-76e2-41ff-b57f-30d46342395a_3.jpg']"
Ford,Transit-150,2018,19984,100486,Oxford White,Gray,Gaseous,Rear-wheel Drive,1FTYE9ZMXJKA56449,Shamrock Motors,06088,Cargo Van,"['vehicle_images_more\\11cf373f-7539-435c-88ac-7e614443f2da_1.jpg', 'vehicle_images_more\\11cf373f-7539-435c-88ac-7e614443f2da_2.jpg', 'vehicle_images_more\\11cf373f-7539-435c-88ac-7e614443f2da_3.jpg']"
Ford,Escape,2020,19931,34859,OXFORD WHITE,EBONY ACTIVEX MATRL SEATS,Gasoline,All-wheel Drive,1FMCU9H60LUA04556,Don's Ford,13502,SUV,"['vehicle_images_more\\af6a11e9-206f-4eda-9359-90c10e389de8_1.jpg', 'vehicle_images_more\\af6a11e9-206f-4eda-9359-90c10e389de8_2.jpg', 'vehicle_images_more\\af6a11e9-206f-4eda-9359-90c10e389de8_3.jpg']"
Ford,F-150,2008,14881,96587,Dark Shadow Grey Metallic,Flint,Gasoline,Four-wheel Drive,1FTPX14598FB43351,Motor Car West,06042,Truck,"['vehicle_images_more\\cd084228-fe78-4387-b615-714bec1d49b5_1.jpg', 'vehicle_images_more\\cd084228-fe78-4387-b615-714bec1d49b5_2.jpg', 'vehicle_images_more\\cd084228-fe78-4387-b615-714bec1d49b5_3.jpg']"
Ford,F-150,2011,15995,157941,Black,Grey,E85 Flex Fuel,Four-wheel Drive,1FTFW1EF1BFA29440,Motor Car West,06042,Truck,"['vehicle_images_more\\e0537abf-7708-499f-b093-f08a42f94356_1.jpg', 'vehicle_images_more\\e0537abf-7708-499f-b093-f08a42f94356_2.jpg', 'vehicle_images_more\\e0537abf-7708-499f-b093-f08a42f94356_3.jpg']"
Ford,Ranger,2020,30995,37915,RAPID RED MET TINTED CC,EBONY LEATHER SEATS,,,1FTER4FH3LLA83670,Steet-Ponte Ford Lincoln,13495,Truck,"['vehicle_images_more\\ff4268d1-9b8f-4753-b4d6-15d0547ee383_1.jpg', 'vehicle_images_more\\ff4268d1-9b8f-4753-b4d6-15d0547ee383_2.jpg', 'vehicle_images_more\\ff4268d1-9b8f-4753-b4d6-15d0547ee383_3.jpg']"
Ford,Escape,2017,9995,72900,White,Black,Gasoline,Front-wheel Drive,1FMCU0GD0HUA35714,A Better Way Wholesale,06770,SUV,"['vehicle_images_more\\8f271934-5592-468c-abb1-01739b7f69e3_1.jpg', 'vehicle_images_more\\8f271934-5592-468c-abb1-01739b7f69e3_2.jpg', 'vehicle_images_more\\8f271934-5592-468c-abb1-01739b7f69e3_3.jpg']"
Ford,Fiesta,2012,5495,66500,Ingot Silver Metallic,Black,Gasoline,Front-wheel Drive,3FADP4CJ5CM160343,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\e8411c0d-f3f3-4023-bfd1-e7e475e4c0cb_1.jpg', 'vehicle_images_more\\e8411c0d-f3f3-4023-bfd1-e7e475e4c0cb_2.jpg', 'vehicle_images_more\\e8411c0d-f3f3-4023-bfd1-e7e475e4c0cb_3.jpg']"
Ford,Edge,2020,20999,34312,Burgundy,Dune,Gasoline,All-wheel Drive,2FMPK4J93LBB11413,Key Chrysler Dodge Jeep RAM of White River,05001,SUV,"['vehicle_images_more\\61a2ca92-6aeb-42b5-818f-013fbe4edfed_1.jpg', 'vehicle_images_more\\61a2ca92-6aeb-42b5-818f-013fbe4edfed_2.jpg', 'vehicle_images_more\\61a2ca92-6aeb-42b5-818f-013fbe4edfed_3.jpg']"
Ford,F-150,2015,14900,180258,Ingot Silver Metallic,Medium Earth Gray,Gasoline,Four-wheel Drive,1FTEW1EP8FFB17928,North End Motor Sales,01606,Truck,"['vehicle_images_more\\56855aea-8366-4d56-9bd8-be9c1fadb2f3_1.jpg', 'vehicle_images_more\\56855aea-8366-4d56-9bd8-be9c1fadb2f3_2.jpg', 'vehicle_images_more\\56855aea-8366-4d56-9bd8-be9c1fadb2f3_3.jpg']"
Ford,Explorer,2018,19999,73142,Shadow Black,Black,Gasoline,Four-wheel Drive,1FM5K8D88JGB73073,Green Light Auto Sales,06524,SUV,"['vehicle_images_more\\e5313a1d-8b07-4eef-9530-9e7c101cae6b_1.jpg', 'vehicle_images_more\\e5313a1d-8b07-4eef-9530-9e7c101cae6b_2.jpg', 'vehicle_images_more\\e5313a1d-8b07-4eef-9530-9e7c101cae6b_3.jpg']"
Ford,Escape,2020,19550,35611,Oxford White,Ebony,Gasoline,All-wheel Drive,1FMCU9G66LUC68947,DePaula Ford,12206,SUV,"['vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_1.jpg', 'vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_2.jpg', 'vehicle_images_more\\26a1ae31-3835-4d5a-8df6-0bb79b7aee5d_3.jpg']"
Ford,Fusion,2015,12995,86793,Red,Black,Gasoline,Front-wheel Drive,1FA6P0HD3F5119692,Bob Karl Sales and Service,12180,Sedan,"['vehicle_images_more\\07a98ae6-d420-470b-b5c1-bfea66f04ce6_1.jpg', 'vehicle_images_more\\07a98ae6-d420-470b-b5c1-bfea66f04ce6_2.jpg', 'vehicle_images_more\\07a98ae6-d420-470b-b5c1-bfea66f04ce6_3.jpg']"
Ford,Fusion,2016,5669,142553,Oxford White,Charcoal Black,Gasoline,Front-wheel Drive,3FA6POH72GR118O42,Albany Battery,12206,Sedan,"['vehicle_images_more\\a43fc812-61e2-4088-9096-252f7ff80e7a_1.jpg', 'vehicle_images_more\\a43fc812-61e2-4088-9096-252f7ff80e7a_2.jpg', 'vehicle_images_more\\a43fc812-61e2-4088-9096-252f7ff80e7a_3.jpg']"
Ford,Ranger,2019,30997,32601,Hot Pepper Red Metallic Tinted Clearcoat,Ebony,Gasoline,Four-wheel Drive,1FTER4FH6KLA16558,Michael's Auto Plaza,12061,Truck,"['vehicle_images_more\\4e07926c-9844-49e9-aeb0-319c4b39546c_1.jpg', 'vehicle_images_more\\4e07926c-9844-49e9-aeb0-319c4b39546c_2.jpg', 'vehicle_images_more\\4e07926c-9844-49e9-aeb0-319c4b39546c_3.jpg']"
Ford,F-150,2014,27999,21777,White,Gray,E85 Flex Fuel,Four-wheel Drive,1FTFW1EF5EKG09981,Broadway Garage,12534,Truck,"['vehicle_images_more\\737e927c-ec02-40e1-852f-6876f8c67c0e_1.jpg', 'vehicle_images_more\\737e927c-ec02-40e1-852f-6876f8c67c0e_2.jpg', 'vehicle_images_more\\737e927c-ec02-40e1-852f-6876f8c67c0e_3.jpg']"
Ford,F-150,2017,26000,83776,Oxford White,Black,Gasoline,Four-wheel Drive,1FTEW1EG2HFC54950,Ford of Greenfield,01301,Truck,"['vehicle_images_more\\0e19fd34-61e7-4dd8-8539-3ca9651d02c7_1.jpg', 'vehicle_images_more\\0e19fd34-61e7-4dd8-8539-3ca9651d02c7_2.jpg', 'vehicle_images_more\\0e19fd34-61e7-4dd8-8539-3ca9651d02c7_3.jpg']"
Ford,Fusion,2014,9229,109545,Red,Charcoal Black,Gasoline,Front-wheel Drive,3FA6P0H70ER384673,Balise Toyota,01089,Sedan,"['vehicle_images_more\\6b0640cc-66b5-4276-95a9-5091f5060a20_1.jpg', 'vehicle_images_more\\6b0640cc-66b5-4276-95a9-5091f5060a20_2.jpg', 'vehicle_images_more\\6b0640cc-66b5-4276-95a9-5091f5060a20_3.jpg']"
Ford,Fusion,2011,6999,127844,Blue Flame Metallic,Charcoal Black,Gasoline,Front-wheel Drive,3FAHP0JA0BR182118,Geneva Auto Sales,01089,Sedan,"['vehicle_images_more\\ae10df56-3843-4f52-90e9-9a9a2b7a0cdb_1.jpg', 'vehicle_images_more\\ae10df56-3843-4f52-90e9-9a9a2b7a0cdb_2.jpg', 'vehicle_images_more\\ae10df56-3843-4f52-90e9-9a9a2b7a0cdb_3.jpg']"
Ford,Focus,2010,4750,124000,Sterling Grey Metallic,Charcoal Black,Gasoline,Front-wheel Drive,1FAHP3FN3AW118504,Beau's Auto Sales,06095,Sedan,"['vehicle_images_more\\5df97d25-80e6-4bf9-a105-4a0ff21fa71d_1.jpg', 'vehicle_images_more\\5df97d25-80e6-4bf9-a105-4a0ff21fa71d_2.jpg', 'vehicle_images_more\\5df97d25-80e6-4bf9-a105-4a0ff21fa71d_3.jpg']"
Ford,F-150,2020,27999,80285,Black,Medium Earth Gray,Gasoline,Four-wheel Drive,1FTEW1EP3LKE22305,Key Chevrolet GMC Of Newport,03773,Truck,"['vehicle_images_more\\3f723da9-c38e-4e58-b755-4338be9061c1_1.jpg', 'vehicle_images_more\\3f723da9-c38e-4e58-b755-4338be9061c1_2.jpg', 'vehicle_images_more\\3f723da9-c38e-4e58-b755-4338be9061c1_3.jpg']"
Ford,F-150,2018,29180,102415,WHITE PLATINUM MET TRI-COAT,BLACK INT W/ NAVY PIER LTHR,,,1FTEW1EG6JFB15507,Gengras Ford,06062,Truck,"['vehicle_images_more\\2ed78f9a-2f33-4216-a612-c9c56053579f_1.jpg', 'vehicle_images_more\\2ed78f9a-2f33-4216-a612-c9c56053579f_2.jpg', 'vehicle_images_more\\2ed78f9a-2f33-4216-a612-c9c56053579f_3.jpg']"
Ford,F-150,2014,14980,131382,Blue Flame Metallic,DARK GRAY,Gasoline,Four-wheel Drive,1FTFX1EF8EFC23500,International Motorcars,06037,Truck,"['vehicle_images_more\\0c1e7080-f045-4603-a0b4-d4cac275c896_1.jpg', 'vehicle_images_more\\0c1e7080-f045-4603-a0b4-d4cac275c896_2.jpg', 'vehicle_images_more\\0c1e7080-f045-4603-a0b4-d4cac275c896_3.jpg']"
Ford,Fusion,2020,12995,76700,Agate Black Metallic,Ebony,Gasoline,All-wheel Drive,3FA6P0D93LR193480,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\6bc64d9b-e8fe-44fa-91df-0a2f7c498269_1.jpg', 'vehicle_images_more\\6bc64d9b-e8fe-44fa-91df-0a2f7c498269_2.jpg', 'vehicle_images_more\\6bc64d9b-e8fe-44fa-91df-0a2f7c498269_3.jpg']"
Ford,Fusion,2020,12495,89100,Blue,Ebony,Gasoline,Front-wheel Drive,3FA6P0CDXLR107202,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\6f23aebb-2ea5-4018-94e8-7d586c2f2a3c_1.jpg', 'vehicle_images_more\\6f23aebb-2ea5-4018-94e8-7d586c2f2a3c_2.jpg', 'vehicle_images_more\\6f23aebb-2ea5-4018-94e8-7d586c2f2a3c_3.jpg']"
Ford,Fusion,2019,10995,91500,Blue,Ebony,Gasoline,Front-wheel Drive,3FA6P0HD7KR186268,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\0eb503e0-190d-4d67-b5e1-b302355f6a9f_1.jpg', 'vehicle_images_more\\0eb503e0-190d-4d67-b5e1-b302355f6a9f_2.jpg', 'vehicle_images_more\\0eb503e0-190d-4d67-b5e1-b302355f6a9f_3.jpg']"
Ford,Fusion Hybrid,2019,12995,63100,Rich Copper Metallic Tinted Clearcoat,Tan,Hybrid,Front-wheel Drive,3FA6P0LU3KR242228,A Better Way Wholesale,06770,Sedan,"['vehicle_images_more\\e737b735-1c31-4f0c-8fb1-9b65dd123b94_1.jpg', 'vehicle_images_more\\e737b735-1c31-4f0c-8fb1-9b65dd123b94_2.jpg', 'vehicle_images_more\\e737b735-1c31-4f0c-8fb1-9b65dd123b94_3.jpg']"
Ford,Escape,2013,6301,121277,Tuxedo Black,Charcoal Black,Gasoline,Front-wheel Drive,1FMCU0F70DUC58115,Gary-Jackson Motors,01507,SUV,"['vehicle_images_more\\37405f6c-5e2f-4cff-adc6-801384ccb6f7_1.jpg', 'vehicle_images_more\\37405f6c-5e2f-4cff-adc6-801384ccb6f7_2.jpg', 'vehicle_images_more\\37405f6c-5e2f-4cff-adc6-801384ccb6f7_3.jpg']"
Ford,F-150,2019,23501,94499,Oxford White,Black,Gasoline,Four-wheel Drive,1FTEW1EPXKFA47939,Gary-Jackson Motors,01507,Truck,"['vehicle_images_more\\6464480a-86b0-4238-8f1b-4804d3b43b54_1.jpg', 'vehicle_images_more\\6464480a-86b0-4238-8f1b-4804d3b43b54_2.jpg', 'vehicle_images_more\\6464480a-86b0-4238-8f1b-4804d3b43b54_3.jpg']"
Ford,Fusion Hybrid,2018,11999,63963,Blue,Medium Light Stone,Hybrid,Front-wheel Drive,3FA6P0UU9JR273657,Green Light Auto Sales,06524,Sedan,"['vehicle_images_more\\d10de444-aa90-4f7b-b518-9b4a29da26b8_1.jpg', 'vehicle_images_more\\d10de444-aa90-4f7b-b518-9b4a29da26b8_2.jpg', 'vehicle_images_more\\d10de444-aa90-4f7b-b518-9b4a29da26b8_3.jpg']"
Ford,Escape,2017,14989,64278,WHITE GOLD METALLIC,CHARCOAL BLK LTHR-TRIM SEATS,Gasoline,Four-wheel Drive,1FMCU9JD6HUD48151,Rome Pre-Owned Auto Sales,13440,SUV,"['vehicle_images_more\\b29619aa-4467-4fcf-be65-14e333fd9a07_1.jpg', 'vehicle_images_more\\b29619aa-4467-4fcf-be65-14e333fd9a07_2.jpg', 'vehicle_images_more\\b29619aa-4467-4fcf-be65-14e333fd9a07_3.jpg']"
Ford,Explorer,2015,12999,107314,White,Black,Gasoline,Four-wheel Drive,1FM5K8D85FGB35890,Green Light Auto Sales,06524,SUV,"['vehicle_images_more\\bbf719fd-294c-44bc-8a2c-d5f80c8f3755_1.jpg', 'vehicle_images_more\\bbf719fd-294c-44bc-8a2c-d5f80c8f3755_2.jpg', 'vehicle_images_more\\bbf719fd-294c-44bc-8a2c-d5f80c8f3755_3.jpg']"
